OrderID,DateKey,ProductID,ChannelID,CampaignID,Quantity,UnitPrice,DiscountPct,Revenue,COGS,GrossProfit
ORD-12756,20230609,P010,CH01,CAM002,1,55.0,15.0,46.75,16.74,30.01
ORD-12757,20230609,P001,CH04,CAM002,1,29.0,0,29.0,10.34,18.66
ORD-12758,20230610,P007,CH03,CAM002,1,38.0,15.0,32.3,12.66,19.64
ORD-12759,20230610,P009,CH01,CAM002,1,120.0,0,120.0,43.8,76.2
ORD-12760,20230610,P011,CH01,CAM002,2,29.0,0,58.0,21.51,36.49
ORD-12761,20230610,P002,CH01,CAM002,1,34.0,10.0,30.6,10.54,20.06
ORD-12762,20230610,P003,CH02,CAM002,1,65.0,10.0,58.5,23.28,35.22
ORD-12763,20230611,P014,CH01,CAM002,2,18.0,10.0,32.4,11.47,20.93
ORD-12764,20230611,P015,CH04,CAM002,1,75.0,5.0,71.25,29.01,42.24
ORD-12765,20230611,P008,CH04,CAM002,1,28.0,5.0,26.6,10.14,16.46
ORD-12766,20230611,P001,CH05,CAM002,1,29.0,10.0,26.1,8.56,17.54
ORD-12767,20230611,P002,CH05,CAM002,1,34.0,0,34.0,13.21,20.79
ORD-12768,20230611,P004,CH01,CAM002,1,35.0,0,35.0,13.05,21.95
ORD-12769,20230611,P008,CH06,CAM002,2,28.0,0,56.0,21.88,34.12
ORD-12770,20230611,P008,CH02,CAM002,2,28.0,15.0,47.6,15.52,32.08
ORD-12771,20230611,P003,CH03,CAM002,1,65.0,20.0,52.0,18.01,33.99
ORD-12772,20230611,P015,CH04,CAM002,4,75.0,5.0,285.0,111.23,173.77
ORD-12773,20230611,P002,CH01,CAM002,3,34.0,10.0,91.8,31.47,60.33
ORD-12774,20230611,P007,CH04,CAM002,2,38.0,5.0,72.2,26.76,45.44
ORD-12775,20230611,P005,CH01,CAM002,1,26.0,0,26.0,8.95,17.05
ORD-12776,20230611,P001,CH04,CAM002,4,29.0,0,116.0,45.87,70.13
ORD-12777,20230612,P006,CH07,CAM002,1,22.0,10.0,19.8,7.19,12.61
ORD-12778,20230612,P011,CH05,CAM002,2,29.0,0,58.0,22.88,35.12
ORD-12779,20230612,P002,CH02,CAM002,2,34.0,15.0,57.8,22.53,35.27
ORD-12780,20230612,P010,CH04,CAM002,1,55.0,0,55.0,22.22,32.78
ORD-12781,20230612,P008,CH02,CAM002,2,28.0,0,56.0,19.6,36.4
ORD-12782,20230612,P008,CH02,CAM002,4,28.0,0,112.0,42.42,69.58
ORD-12783,20230612,P001,CH04,CAM002,1,29.0,15.0,24.65,8.69,15.96
ORD-12784,20230612,P013,CH06,CAM002,4,25.0,0,100.0,40.99,59.01
ORD-12785,20230612,P008,CH01,CAM002,2,28.0,0,56.0,23.24,32.76
ORD-12786,20230612,P014,CH01,CAM002,1,18.0,20.0,14.4,5.52,8.88
ORD-12787,20230612,P007,CH02,CAM002,1,38.0,10.0,34.2,14.04,20.16
ORD-12788,20230612,P003,CH04,CAM002,1,65.0,0,65.0,23.34,41.66
ORD-12789,20230612,P003,CH02,CAM002,1,65.0,0,65.0,21.83,43.17
ORD-12790,20230612,P014,CH08,CAM002,1,18.0,0,18.0,6.64,11.36
ORD-12791,20230612,P012,CH03,CAM002,1,31.0,15.0,26.35,9.72,16.63
ORD-12792,20230612,P011,CH01,CAM002,4,29.0,0,116.0,40.87,75.13
ORD-12793,20230613,P008,CH04,CAM002,1,28.0,5.0,26.6,9.83,16.77
ORD-12794,20230613,P004,CH03,CAM002,1,35.0,0,35.0,11.76,23.24
ORD-12795,20230613,P011,CH02,CAM002,2,29.0,5.0,55.1,20.93,34.17
ORD-12796,20230613,P009,CH02,CAM002,2,120.0,10.0,216.0,87.78,128.22
ORD-12797,20230613,P006,CH04,CAM002,1,22.0,0,22.0,7.85,14.15
ORD-12798,20230613,P004,CH01,CAM002,1,35.0,0,35.0,14.25,20.75
ORD-12799,20230613,P006,CH04,CAM002,3,22.0,0,66.0,22.97,43.03
ORD-12800,20230613,P006,CH04,CAM002,1,22.0,0,22.0,7.32,14.68
ORD-12801,20230613,P006,CH05,CAM002,2,22.0,15.0,37.4,14.62,22.78
ORD-12802,20230613,P010,CH01,CAM002,2,55.0,0,110.0,40.37,69.63
ORD-12803,20230613,P001,CH02,CAM002,3,29.0,0,87.0,29.13,57.87
ORD-12804,20230613,P006,CH01,CAM002,1,22.0,5.0,20.9,8.55,12.35
ORD-12805,20230613,P012,CH02,CAM002,1,31.0,10.0,27.9,11.14,16.76
ORD-12806,20230613,P005,CH05,CAM002,1,26.0,10.0,23.4,8.6,14.8
ORD-12807,20230613,P004,CH04,CAM002,1,35.0,10.0,31.5,11.6,19.9
ORD-12808,20230614,P006,CH03,CAM002,1,22.0,15.0,18.7,6.36,12.34
ORD-12809,20230614,P013,CH04,CAM002,4,25.0,5.0,95.0,31.54,63.46
ORD-12810,20230614,P012,CH01,CAM002,3,31.0,5.0,88.35,32.73,55.62
ORD-12811,20230614,P004,CH05,CAM002,1,35.0,10.0,31.5,10.11,21.39
ORD-12812,20230614,P005,CH01,CAM002,1,26.0,0,26.0,9.99,16.01
ORD-12813,20230614,P007,CH01,CAM002,1,38.0,15.0,32.3,10.81,21.49
ORD-12814,20230614,P011,CH02,CAM002,1,29.0,0,29.0,10.19,18.81
ORD-12815,20230614,P015,CH02,CAM002,1,75.0,10.0,67.5,24.66,42.84
ORD-12816,20230614,P003,CH04,CAM002,1,65.0,0,65.0,21.14,43.86
ORD-12817,20230614,P006,CH04,CAM002,1,22.0,0,22.0,8.63,13.37
ORD-12818,20230614,P009,CH01,CAM002,1,120.0,0,120.0,40.54,79.46
ORD-12819,20230614,P010,CH06,CAM002,1,55.0,0,55.0,20.71,34.29
ORD-12820,20230614,P010,CH01,CAM002,1,55.0,10.0,49.5,19.37,30.13
ORD-12821,20230614,P008,CH01,CAM002,1,28.0,0,28.0,10.42,17.58
ORD-12822,20230614,P012,CH01,CAM002,2,31.0,20.0,49.6,17.55,32.05
ORD-12823,20230614,P007,CH02,CAM002,1,38.0,0,38.0,12.4,25.6
ORD-12824,20230614,P007,CH04,CAM002,1,38.0,0,38.0,15.29,22.71
ORD-12825,20230615,P014,CH01,CAM002,1,18.0,10.0,16.2,6.59,9.61
ORD-12826,20230615,P004,CH01,CAM002,2,35.0,5.0,66.5,21.63,44.87
ORD-12827,20230615,P014,CH04,CAM002,1,18.0,0,18.0,7.13,10.87
ORD-12828,20230615,P003,CH08,CAM002,1,65.0,0,65.0,23.32,41.68
ORD-12829,20230615,P011,CH04,CAM002,1,29.0,10.0,26.1,9.64,16.46
ORD-12830,20230615,P011,CH05,CAM002,1,29.0,0,29.0,9.86,19.14
ORD-12831,20230615,P001,CH01,CAM002,2,29.0,0,58.0,22.63,35.37
ORD-12832,20230615,P010,CH07,CAM002,1,55.0,10.0,49.5,17.81,31.69
ORD-12833,20230615,P003,CH04,CAM002,3,65.0,10.0,175.5,61.1,114.4
ORD-12834,20230615,P009,CH02,CAM002,1,120.0,10.0,108.0,42.71,65.29
ORD-12835,20230615,P005,CH02,CAM002,1,26.0,0,26.0,8.63,17.37
ORD-12836,20230615,P005,CH03,CAM002,1,26.0,20.0,20.8,8.05,12.75
ORD-12837,20230615,P013,CH03,CAM002,1,25.0,0,25.0,10.01,14.99
ORD-12838,20230615,P012,CH07,CAM002,1,31.0,10.0,27.9,10.98,16.92
ORD-12839,20230615,P005,CH06,CAM002,2,26.0,15.0,44.2,17.76,26.44
ORD-12840,20230615,P006,CH03,CAM002,2,22.0,0,44.0,18.0,26.0
ORD-12841,20230615,P014,CH02,CAM002,1,18.0,0,18.0,6.15,11.85
ORD-12842,20230616,P008,CH07,CAM002,1,28.0,0,28.0,11.72,16.28
ORD-12843,20230616,P010,CH05,CAM002,3,55.0,0,165.0,62.65,102.35
ORD-12844,20230616,P013,CH08,CAM002,3,25.0,0,75.0,28.62,46.38
ORD-12845,20230616,P015,CH01,CAM002,1,75.0,0,75.0,24.08,50.92
ORD-12846,20230616,P005,CH07,CAM002,1,26.0,0,26.0,9.8,16.2
ORD-12847,20230616,P003,CH01,CAM002,1,65.0,5.0,61.75,25.76,35.99
ORD-12848,20230616,P012,CH06,CAM002,1,31.0,0,31.0,9.99,21.01
ORD-12849,20230616,P013,CH01,CAM002,1,25.0,0,25.0,9.14,15.86
ORD-12850,20230616,P015,CH07,CAM002,2,75.0,0,150.0,61.79,88.21
ORD-12851,20230616,P012,CH08,CAM002,2,31.0,15.0,52.7,21.78,30.92
ORD-12852,20230616,P003,CH01,CAM002,1,65.0,0,65.0,26.45,38.55
ORD-12853,20230616,P010,CH04,CAM002,1,55.0,0,55.0,20.7,34.3
ORD-12854,20230616,P002,CH05,CAM002,1,34.0,0,34.0,13.19,20.81
ORD-12855,20230616,P001,CH01,CAM002,1,29.0,0,29.0,9.79,19.21
ORD-12856,20230616,P001,CH04,CAM002,1,29.0,0,29.0,11.51,17.49
ORD-12857,20230616,P005,CH05,CAM002,2,26.0,0,52.0,18.03,33.97
ORD-12858,20230617,P011,CH02,CAM002,3,29.0,0,87.0,31.74,55.26
ORD-12859,20230617,P001,CH08,CAM002,1,29.0,5.0,27.55,11.18,16.37
ORD-12860,20230617,P009,CH08,CAM002,1,120.0,0,120.0,48.58,71.42
ORD-12861,20230617,P001,CH02,CAM002,1,29.0,0,29.0,11.66,17.34
ORD-12862,20230617,P009,CH01,CAM002,2,120.0,0,240.0,90.02,149.98
ORD-12863,20230617,P003,CH02,CAM002,2,65.0,0,130.0,49.14,80.86
ORD-12864,20230617,P006,CH03,CAM002,1,22.0,0,22.0,8.83,13.17
ORD-12865,20230617,P013,CH07,CAM002,2,25.0,0,50.0,20.81,29.19
ORD-12866,20230617,P002,CH04,CAM002,3,34.0,0,102.0,36.3,65.7
ORD-12867,20230617,P008,CH03,CAM002,1,28.0,5.0,26.6,10.88,15.72
ORD-12868,20230617,P006,CH03,CAM002,3,22.0,5.0,62.7,23.82,38.88
ORD-12869,20230617,P009,CH04,CAM002,2,120.0,15.0,204.0,76.98,127.02
ORD-12870,20230617,P014,CH05,CAM002,2,18.0,0,36.0,14.48,21.52
ORD-12871,20230617,P015,CH01,CAM002,1,75.0,0,75.0,24.78,50.22
ORD-12872,20230617,P001,CH02,CAM002,2,29.0,15.0,49.3,19.42,29.88
ORD-12873,20230617,P011,CH05,CAM002,1,29.0,0,29.0,11.4,17.6
ORD-12874,20230617,P013,CH02,CAM002,3,25.0,5.0,71.25,28.64,42.61
ORD-12875,20230617,P004,CH04,CAM002,2,35.0,5.0,66.5,27.85,38.65
ORD-12876,20230618,P003,CH06,CAM002,3,65.0,0,195.0,62.41,132.59
ORD-12877,20230618,P013,CH08,CAM002,2,25.0,0,50.0,20.58,29.42
ORD-12878,20230618,P012,CH08,CAM002,1,31.0,0,31.0,12.48,18.52
ORD-12879,20230618,P009,CH04,CAM002,4,120.0,0,480.0,154.38,325.62
ORD-12880,20230618,P005,CH01,CAM002,1,26.0,10.0,23.4,7.65,15.75
ORD-12881,20230618,P005,CH03,CAM002,1,26.0,15.0,22.1,8.53,13.57
ORD-12882,20230618,P001,CH04,CAM002,1,29.0,0,29.0,9.88,19.12
ORD-12883,20230618,P007,CH04,CAM002,3,38.0,5.0,108.3,41.08,67.22
ORD-12884,20230618,P011,CH03,CAM002,1,29.0,0,29.0,9.37,19.63
ORD-12885,20230618,P012,CH03,CAM002,2,31.0,10.0,55.8,22.15,33.65
ORD-12886,20230618,P007,CH04,CAM002,2,38.0,0,76.0,31.7,44.3
ORD-12887,20230618,P008,CH08,CAM002,1,28.0,20.0,22.4,8.87,13.53
ORD-12888,20230618,P002,CH03,CAM002,1,34.0,0,34.0,13.34,20.66
ORD-12889,20230618,P012,CH04,CAM002,1,31.0,0,31.0,10.97,20.03
ORD-12890,20230618,P010,CH08,CAM002,1,55.0,0,55.0,21.87,33.13
ORD-12891,20230618,P014,CH03,CAM002,2,18.0,0,36.0,13.98,22.02
ORD-12892,20230619,P010,CH06,CAM002,2,55.0,15.0,93.5,34.08,59.42
ORD-12893,20230619,P009,CH01,CAM002,1,120.0,5.0,114.0,45.61,68.39
ORD-12894,20230619,P009,CH04,CAM002,1,120.0,5.0,114.0,44.44,69.56
ORD-12895,20230619,P008,CH01,CAM002,1,28.0,15.0,23.8,7.71,16.09
ORD-12896,20230619,P010,CH02,CAM002,1,55.0,0,55.0,22.21,32.79
ORD-12897,20230619,P004,CH03,CAM002,1,35.0,0,35.0,13.81,21.19
ORD-12898,20230619,P011,CH07,CAM002,2,29.0,0,58.0,19.62,38.38
ORD-12899,20230619,P006,CH06,CAM002,2,22.0,0,44.0,17.22,26.78
ORD-12900,20230619,P013,CH05,CAM002,3,25.0,0,75.0,25.04,49.96
ORD-12901,20230619,P012,CH08,CAM002,2,31.0,0,62.0,22.92,39.08
ORD-12902,20230619,P013,CH04,CAM002,1,25.0,5.0,23.75,9.25,14.5
ORD-12903,20230619,P011,CH04,CAM002,1,29.0,0,29.0,10.55,18.45
ORD-12904,20230619,P012,CH03,CAM002,1,31.0,0,31.0,12.86,18.14
ORD-12905,20230619,P006,CH03,CAM002,1,22.0,0,22.0,9.08,12.92
ORD-12906,20230619,P003,CH01,CAM002,1,65.0,5.0,61.75,23.86,37.89
ORD-12907,20230619,P008,CH04,CAM002,1,28.0,5.0,26.6,9.78,16.82
ORD-12908,20230619,P013,CH04,CAM002,2,25.0,0,50.0,16.2,33.8
ORD-12909,20230619,P004,CH01,CAM002,1,35.0,10.0,31.5,10.12,21.38
ORD-12910,20230619,P001,CH03,CAM002,1,29.0,5.0,27.55,9.55,18.0
ORD-12911,20230619,P009,CH01,CAM002,3,120.0,0,360.0,148.35,211.65
ORD-12912,20230619,P014,CH03,CAM002,1,18.0,5.0,17.1,6.29,10.81
ORD-12913,20230620,P009,CH04,CAM002,1,120.0,10.0,108.0,36.14,71.86
ORD-12914,20230620,P003,CH06,CAM002,1,65.0,10.0,58.5,21.51,36.99
ORD-12915,20230620,P002,CH04,CAM002,1,34.0,10.0,30.6,12.36,18.24
ORD-12916,20230620,P006,CH07,CAM002,2,22.0,0,44.0,17.39,26.61
ORD-12917,20230620,P001,CH06,CAM002,2,29.0,0,58.0,22.46,35.54
ORD-12918,20230620,P015,CH02,CAM002,1,75.0,10.0,67.5,23.12,44.38
ORD-12919,20230620,P015,CH01,CAM002,2,75.0,10.0,135.0,55.2,79.8
ORD-12920,20230620,P011,CH06,CAM002,2,29.0,0,58.0,21.58,36.42
ORD-12921,20230620,P008,CH05,CAM002,1,28.0,0,28.0,9.15,18.85
ORD-12922,20230620,P002,CH05,CAM002,2,34.0,10.0,61.2,19.83,41.37
ORD-12923,20230620,P005,CH02,CAM002,1,26.0,10.0,23.4,9.63,13.77
ORD-12924,20230620,P005,CH06,CAM002,2,26.0,15.0,44.2,17.92,26.28
ORD-12925,20230620,P008,CH03,CAM002,1,28.0,15.0,23.8,9.25,14.55
ORD-12926,20230620,P012,CH04,CAM002,2,31.0,5.0,58.9,23.48,35.42
ORD-12927,20230620,P003,CH03,CAM002,1,65.0,0,65.0,23.03,41.97
ORD-12928,20230621,P009,CH04,CAM002,1,120.0,5.0,114.0,47.13,66.87
ORD-12929,20230621,P014,CH02,CAM002,1,18.0,0,18.0,7.39,10.61
ORD-12930,20230621,P015,CH01,CAM002,1,75.0,20.0,60.0,20.35,39.65
ORD-12931,20230621,P006,CH03,CAM002,1,22.0,0,22.0,7.97,14.03
ORD-12932,20230621,P011,CH01,CAM002,2,29.0,10.0,52.2,20.89,31.31
ORD-12933,20230621,P012,CH02,CAM002,2,31.0,0,62.0,23.21,38.79
ORD-12934,20230621,P006,CH01,CAM002,1,22.0,5.0,20.9,6.93,13.97
ORD-12935,20230621,P012,CH06,CAM002,2,31.0,0,62.0,24.74,37.26
ORD-12936,20230621,P014,CH02,CAM002,3,18.0,10.0,48.6,17.37,31.23
ORD-12937,20230621,P007,CH03,CAM002,1,38.0,5.0,36.1,13.49,22.61
ORD-12938,20230621,P003,CH02,CAM002,1,65.0,0,65.0,23.25,41.75
ORD-12939,20230621,P009,CH08,CAM002,1,120.0,0,120.0,49.61,70.39
ORD-12940,20230621,P015,CH03,CAM002,3,75.0,5.0,213.75,85.95,127.8
ORD-12941,20230621,P009,CH04,CAM002,1,120.0,0,120.0,43.53,76.47
ORD-12942,20230621,P008,CH04,CAM002,1,28.0,0,28.0,9.29,18.71
ORD-12943,20230621,P003,CH01,CAM002,2,65.0,20.0,104.0,33.71,70.29
ORD-12944,20230621,P002,CH02,CAM002,1,34.0,0,34.0,13.55,20.45
ORD-12945,20230622,P004,CH01,CAM002,2,35.0,0,70.0,23.18,46.82
ORD-12946,20230622,P010,CH05,CAM002,1,55.0,0,55.0,18.81,36.19
ORD-12947,20230622,P010,CH04,CAM002,1,55.0,5.0,52.25,21.11,31.14
ORD-12948,20230622,P003,CH01,CAM002,2,65.0,10.0,117.0,39.45,77.55
ORD-12949,20230622,P014,CH02,CAM002,1,18.0,0,18.0,6.05,11.95
ORD-12950,20230622,P010,CH05,CAM002,4,55.0,0,220.0,81.1,138.9
ORD-12951,20230622,P002,CH01,CAM002,1,34.0,0,34.0,12.95,21.05
ORD-12952,20230622,P015,CH01,CAM002,1,75.0,0,75.0,25.79,49.21
ORD-12953,20230622,P005,CH03,CAM002,3,26.0,10.0,70.2,25.6,44.6
ORD-12954,20230622,P004,CH01,CAM002,1,35.0,10.0,31.5,11.47,20.03
ORD-12955,20230622,P012,CH07,CAM002,3,31.0,10.0,83.7,26.98,56.72
ORD-12956,20230622,P013,CH02,CAM002,3,25.0,0,75.0,29.92,45.08
ORD-12957,20230622,P009,CH02,CAM002,1,120.0,5.0,114.0,40.9,73.1
ORD-12958,20230622,P008,CH04,CAM002,1,28.0,10.0,25.2,9.58,15.62
ORD-12959,20230622,P012,CH04,CAM002,1,31.0,0,31.0,10.6,20.4
ORD-12960,20230622,P006,CH03,CAM002,1,22.0,0,22.0,7.55,14.45
ORD-12961,20230622,P010,CH06,CAM002,4,55.0,5.0,209.0,78.65,130.35
ORD-12962,20230622,P011,CH04,CAM002,1,29.0,10.0,26.1,9.37,16.73
ORD-12963,20230622,P006,CH02,CAM002,1,22.0,0,22.0,8.02,13.98
ORD-12964,20230622,P007,CH01,CAM002,1,38.0,0,38.0,13.55,24.45
ORD-12965,20230622,P005,CH03,CAM002,1,26.0,15.0,22.1,8.5,13.6
ORD-12966,20230623,P010,CH04,CAM002,1,55.0,0,55.0,19.7,35.3
ORD-12967,20230623,P001,CH05,CAM002,1,29.0,15.0,24.65,8.12,16.53
ORD-12968,20230623,P012,CH04,CAM002,1,31.0,5.0,29.45,10.18,19.27
ORD-12969,20230623,P003,CH02,CAM002,3,65.0,0,195.0,80.26,114.74
ORD-12970,20230623,P004,CH03,CAM002,1,35.0,0,35.0,14.25,20.75
ORD-12971,20230623,P010,CH01,CAM002,2,55.0,10.0,99.0,41.12,57.88
ORD-12972,20230623,P012,CH01,CAM002,1,31.0,15.0,26.35,10.79,15.56
ORD-12973,20230623,P004,CH01,CAM002,4,35.0,5.0,133.0,43.58,89.42
ORD-12974,20230623,P013,CH01,CAM002,2,25.0,0,50.0,16.62,33.38
ORD-12975,20230623,P008,CH04,CAM002,1,28.0,0,28.0,10.45,17.55
ORD-12976,20230623,P003,CH01,CAM002,1,65.0,15.0,55.25,21.91,33.34
ORD-12977,20230623,P009,CH06,CAM002,1,120.0,15.0,102.0,36.66,65.34
ORD-12978,20230624,P014,CH01,CAM002,3,18.0,10.0,48.6,18.34,30.26
ORD-12979,20230624,P005,CH03,CAM002,1,26.0,10.0,23.4,9.16,14.24
ORD-12980,20230624,P003,CH04,CAM002,2,65.0,0,130.0,46.51,83.49
ORD-12981,20230624,P001,CH02,CAM002,1,29.0,0,29.0,11.47,17.53
ORD-12982,20230624,P009,CH04,CAM002,1,120.0,5.0,114.0,47.45,66.55
ORD-12983,20230624,P009,CH02,CAM002,2,120.0,10.0,216.0,85.31,130.69
ORD-12984,20230624,P013,CH02,CAM002,3,25.0,0,75.0,30.43,44.57
ORD-12985,20230624,P003,CH06,CAM002,1,65.0,5.0,61.75,22.03,39.72
ORD-12986,20230624,P005,CH01,CAM002,3,26.0,0,78.0,27.3,50.7
ORD-12987,20230624,P001,CH02,CAM002,1,29.0,0,29.0,10.54,18.46
ORD-12988,20230624,P011,CH05,CAM002,1,29.0,5.0,27.55,10.91,16.64
ORD-12989,20230624,P003,CH04,CAM002,1,65.0,0,65.0,20.91,44.09
ORD-12990,20230624,P004,CH07,CAM002,1,35.0,0,35.0,13.7,21.3
ORD-12991,20230624,P006,CH07,CAM002,1,22.0,0,22.0,7.15,14.85
ORD-12992,20230624,P003,CH07,CAM002,3,65.0,0,195.0,63.44,131.56
ORD-12993,20230624,P008,CH07,CAM002,3,28.0,15.0,71.4,23.41,47.99
ORD-12994,20230624,P005,CH02,CAM002,1,26.0,0,26.0,10.75,15.25
ORD-12995,20230625,P014,CH06,CAM002,1,18.0,0,18.0,6.32,11.68
ORD-12996,20230625,P009,CH01,CAM002,4,120.0,0,480.0,187.73,292.27
ORD-12997,20230625,P005,CH01,CAM002,1,26.0,5.0,24.7,8.82,15.88
ORD-12998,20230625,P008,CH03,CAM002,2,28.0,0,56.0,21.4,34.6
ORD-12999,20230625,P005,CH02,CAM002,2,26.0,5.0,49.4,20.17,29.23
ORD-13000,20230625,P013,CH03,CAM002,2,25.0,0,50.0,19.9,30.1
ORD-13001,20230625,P012,CH05,CAM002,1,31.0,20.0,24.8,8.32,16.48
ORD-13002,20230625,P014,CH02,CAM002,2,18.0,0,36.0,14.12,21.88
ORD-13003,20230625,P005,CH01,CAM002,2,26.0,0,52.0,19.85,32.15
ORD-13004,20230625,P005,CH02,CAM002,1,26.0,0,26.0,10.8,15.2
ORD-13005,20230625,P004,CH03,CAM002,1,35.0,10.0,31.5,12.86,18.64
ORD-13006,20230625,P007,CH04,CAM002,1,38.0,15.0,32.3,10.34,21.96
ORD-13007,20230625,P002,CH01,CAM002,1,34.0,10.0,30.6,12.2,18.4
ORD-13008,20230625,P004,CH03,CAM002,4,35.0,15.0,119.0,43.95,75.05
ORD-13009,20230625,P002,CH04,CAM002,2,34.0,0,68.0,26.71,41.29
ORD-13010,20230625,P006,CH06,CAM002,4,22.0,0,88.0,33.08,54.92
ORD-13011,20230625,P015,CH07,CAM002,2,75.0,5.0,142.5,50.25,92.25
ORD-13012,20230625,P003,CH04,CAM002,3,65.0,5.0,185.25,71.93,113.32
ORD-13013,20230625,P013,CH04,CAM002,3,25.0,0,75.0,24.17,50.83
ORD-13014,20230626,P009,CH02,CAM002,4,120.0,20.0,384.0,124.85,259.15
ORD-13015,20230626,P010,CH02,CAM002,3,55.0,0,165.0,55.24,109.76
ORD-13016,20230626,P004,CH06,CAM002,1,35.0,20.0,28.0,10.26,17.74
ORD-13017,20230626,P003,CH07,CAM002,2,65.0,5.0,123.5,44.62,78.88
ORD-13018,20230626,P007,CH03,CAM002,1,38.0,0,38.0,12.78,25.22
ORD-13019,20230626,P008,CH07,CAM002,2,28.0,10.0,50.4,20.8,29.6
ORD-13020,20230626,P001,CH03,CAM002,2,29.0,0,58.0,21.3,36.7
ORD-13021,20230626,P001,CH02,CAM002,1,29.0,0,29.0,10.69,18.31
ORD-13022,20230626,P008,CH07,CAM002,1,28.0,0,28.0,10.16,17.84
ORD-13023,20230626,P004,CH02,CAM002,2,35.0,0,70.0,23.51,46.49
ORD-13024,20230626,P006,CH04,CAM002,3,22.0,0,66.0,21.66,44.34
ORD-13025,20230627,P012,CH01,CAM002,1,31.0,0,31.0,10.21,20.79
ORD-13026,20230627,P013,CH06,CAM002,2,25.0,20.0,40.0,12.81,27.19
ORD-13027,20230627,P003,CH01,CAM002,1,65.0,10.0,58.5,22.69,35.81
ORD-13028,20230627,P015,CH06,CAM002,1,75.0,5.0,71.25,23.09,48.16
ORD-13029,20230627,P015,CH02,CAM002,1,75.0,20.0,60.0,19.69,40.31
ORD-13030,20230627,P001,CH04,CAM002,2,29.0,0,58.0,19.55,38.45
ORD-13031,20230627,P007,CH06,CAM002,1,38.0,0,38.0,13.27,24.73
ORD-13032,20230627,P014,CH04,CAM002,3,18.0,0,54.0,17.63,36.37
ORD-13033,20230627,P010,CH06,CAM002,1,55.0,10.0,49.5,18.39,31.11
ORD-13034,20230627,P008,CH04,CAM002,2,28.0,0,56.0,22.69,33.31
ORD-13035,20230627,P011,CH01,CAM002,1,29.0,0,29.0,12.04,16.96
ORD-13036,20230627,P005,CH02,CAM002,2,26.0,0,52.0,20.84,31.16
ORD-13037,20230627,P004,CH05,CAM002,3,35.0,5.0,99.75,34.02,65.73
ORD-13038,20230627,P008,CH01,CAM002,1,28.0,0,28.0,10.61,17.39
ORD-13039,20230627,P002,CH01,CAM002,4,34.0,0,136.0,53.35,82.65
ORD-13040,20230628,P006,CH04,CAM002,2,22.0,0,44.0,14.62,29.38
ORD-13041,20230628,P011,CH04,CAM002,2,29.0,10.0,52.2,18.28,33.92
ORD-13042,20230628,P012,CH01,CAM002,1,31.0,0,31.0,10.41,20.59
ORD-13043,20230628,P004,CH02,CAM002,1,35.0,10.0,31.5,12.61,18.89
ORD-13044,20230628,P007,CH01,CAM002,1,38.0,5.0,36.1,12.99,23.11
ORD-13045,20230628,P012,CH06,CAM002,1,31.0,10.0,27.9,11.01,16.89
ORD-13046,20230628,P012,CH03,CAM002,1,31.0,15.0,26.35,9.92,16.43
ORD-13047,20230628,P012,CH01,CAM002,3,31.0,0,93.0,32.09,60.91
ORD-13048,20230628,P002,CH03,CAM002,4,34.0,0,136.0,55.55,80.45
ORD-13049,20230628,P004,CH03,CAM002,1,35.0,0,35.0,11.91,23.09
ORD-13050,20230628,P003,CH03,CAM002,2,65.0,5.0,123.5,48.31,75.19
ORD-13051,20230628,P013,CH04,CAM002,1,25.0,0,25.0,9.93,15.07
ORD-13052,20230628,P009,CH01,CAM002,1,120.0,5.0,114.0,46.26,67.74
ORD-13053,20230628,P012,CH03,CAM002,1,31.0,15.0,26.35,11.05,15.3
ORD-13054,20230629,P010,CH07,CAM002,1,55.0,10.0,49.5,19.46,30.04
ORD-13055,20230629,P001,CH03,CAM002,2,29.0,5.0,55.1,20.6,34.5
ORD-13056,20230629,P013,CH03,CAM002,1,25.0,0,25.0,9.47,15.53
ORD-13057,20230629,P013,CH01,CAM002,2,25.0,0,50.0,18.32,31.68
ORD-13058,20230629,P015,CH04,CAM002,1,75.0,0,75.0,28.43,46.57
ORD-13059,20230629,P008,CH02,CAM002,3,28.0,15.0,71.4,28.68,42.72
ORD-13060,20230629,P011,CH07,CAM002,1,29.0,0,29.0,10.82,18.18
ORD-13061,20230629,P001,CH01,CAM002,2,29.0,0,58.0,18.57,39.43
ORD-13062,20230629,P001,CH08,CAM002,2,29.0,0,58.0,23.28,34.72
ORD-13063,20230629,P009,CH07,CAM002,1,120.0,15.0,102.0,40.11,61.89
ORD-13064,20230629,P013,CH04,CAM002,1,25.0,5.0,23.75,7.72,16.03
ORD-13065,20230629,P010,CH01,CAM002,2,55.0,0,110.0,36.47,73.53
ORD-13066,20230629,P004,CH07,CAM002,1,35.0,10.0,31.5,10.64,20.86
ORD-13067,20230629,P011,CH01,CAM002,2,29.0,0,58.0,22.31,35.69
ORD-13068,20230629,P008,CH01,CAM002,1,28.0,10.0,25.2,8.71,16.49
ORD-13069,20230629,P011,CH02,CAM002,1,29.0,0,29.0,10.52,18.48
ORD-13070,20230629,P012,CH01,CAM002,1,31.0,15.0,26.35,9.25,17.1
ORD-13071,20230629,P009,CH04,CAM002,2,120.0,0,240.0,80.53,159.47
ORD-13072,20230629,P002,CH06,CAM002,1,34.0,0,34.0,13.53,20.47
